animal_id	animal_type	sex	primary_bree	dob	secondary_	kennel_no	impound_no	intake_type	intake_subtype	intake_date	s_n_date	intake_cond	weight	weight_1_week	outcome_type	outcome_subtype	outcome_date	due_out_date	outcome_cond	days_old	dob_abs	intake_date_abs	outcome_date_abs	days_intake_to_s_n_date	location_1	location_1_date	location_2	location_2_date	behavior_cond	outcome_behavior_cond	euth_reason	intake_date_form_2	los	los_1	los_2	age_s_n_date	weight_difference	in_to_due_out_date_diff	due_out_to_outcome_date_diff
A196852	BIRD	U	PARAKEET			SMALL ANIM	K18-050983	STRAY	HEALTHY	2018-03-21 00:00:00		NORMAL			TRANS OHS	HEALTHY	2018-04-03 00:00:00	2018-03-25 00:00:00	NORMAL													2018-03-21 00:00:00	13.0					4.0	9.0
A196869	DOG	N	TERRIER	2016-03-27 00:00:00	MIX	27	K18-050986	STRAY	REHAB	2018-03-22 00:00:00	2018-04-13 00:00:00	DMTR 1	16.4		ADOPTION	REHAB	2018-04-20 00:00:00	2018-03-27 00:00:00	DMTR 1	725.0					RECEIVING	2018-03-22 11:03:00	33	2018-04-13 11:16:00				2018-03-22 00:00:00	29.0	0.46042	22.00903	747.0		5.0	24.0
A196870	DOG	F	SHIH TZU	2011-03-27 00:00:00		39	K18-050987	STRAY	MANAGEAB	2018-03-22 00:00:00		DMTM 8	9.4		TRANS OHS	MANAGEABLE	2018-04-03 00:00:00	2018-03-27 00:00:00	DMTM 8	2552.0					STRAY DOGS	2018-03-22 12:43:00	38	2018-03-28 11:50:00				2018-03-22 00:00:00	12.0	0.52986	5.96319			5.0	7.0
A196872	DOG	M	CHIHUAHUA SH	2016-03-27 00:00:00	MIX	36	K18-050988	STRAY	REHAB	2018-03-22 00:00:00		DBTR 1	13.0		TRANS OHS	REHAB	2018-04-03 00:00:00	2018-03-27 00:00:00	DBTR 1	725.0					STRAY DOGS	2018-03-22 13:01:00	20	2018-03-27 17:11:00				2018-03-22 00:00:00	12.0	0.54236	5.17361			5.0	7.0
A196874	CAT	N	DOMESTIC SH			FREEZER	K18-050989	STRAY	HEALTHY	2018-03-22 00:00:00		NORMAL			DIED	DISPOSAL	2018-03-31 00:00:00	2018-03-31 00:00:00	DECEASED													2018-03-22 00:00:00	9.0					9.0	0.0
A196877	CAT	F	DOMESTIC SH			STRAY CAT	K18-050990	STRAY	REHAB	2018-03-22 00:00:00		CMTR 5	10.44		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 5						C46	2018-03-22 17:37:00	C46	2018-03-23 15:41:00				2018-03-22 00:00:00	5.0	0.73403	0.91944			5.0	0.0
A196880	CAT	F	DOMESTIC SH			STRAY CAT	K18-050992	STRAY	HEALTHY	2018-03-22 00:00:00		NORMAL	6.06		TRANS CAT	HEALTHY	2018-03-27 00:00:00	2018-03-27 00:00:00	NORMAL						C49	2018-03-22 16:49:00	C39	2018-03-23 15:09:00				2018-03-22 00:00:00	5.0	0.70069	0.93056			5.0	0.0
A196883	CAT	F	DOMESTIC SH			STRAY CAT	K18-050993	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11	0.88		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C49	2018-03-22 16:56:00	C39	2018-03-23 15:17:00				2018-03-22 00:00:00	5.0	0.70556	0.93125			5.0	0.0
A196884	CAT	F	DOMESTIC SH			STRAY CAT	K18-050995	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11	0.94		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C49	2018-03-22 17:00:00	C39	2018-03-23 15:18:00				2018-03-22 00:00:00	5.0	0.70833	0.92917			5.0	0.0
A196887	CAT	M	DOMESTIC SH			STRAY CAT	K18-050996	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11			TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C49	2018-03-22 17:02:00	C39	2018-03-23 15:18:00				2018-03-22 00:00:00	5.0	0.70972	0.92778			5.0	0.0
A196888	CAT	F	DOMESTIC SH			STRAY CAT	K18-050997	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11	1.0		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C49	2018-03-22 17:04:00	C37	2018-03-23 15:10:00				2018-03-22 00:00:00	5.0	0.71111	0.92083			5.0	0.0
A196889	CAT	M	DOMESTIC SH			STRAY CAT	K18-050998	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11	1.06		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C36	2018-03-22 17:06:00	C37	2018-03-23 15:10:00				2018-03-22 00:00:00	5.0	0.7125	0.91944			5.0	0.0
A196890	CAT	F	DOMESTIC SH			STRAY CAT	K18-050999	STRAY	REHAB	2018-03-22 00:00:00		CMTR 11	0.88		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 11						C36	2018-03-22 17:09:00	C37	2018-03-23 15:10:00				2018-03-22 00:00:00	5.0	0.71458	0.91736			5.0	0.0
A196892	CAT	F	DOMESTIC SH			STRAY CAT	K18-051000	STRAY	REHAB	2018-03-22 00:00:00		CMTR 5	9.94		TRANS CAT	REHAB	2018-03-27 00:00:00	2018-03-27 00:00:00	CMTR 5						C43	2018-03-22 17:42:00	C43	2018-03-23 15:41:00				2018-03-22 00:00:00	5.0	0.7375	0.91597			5.0	0.0
A188060	DOG	M	MALTESE	2017-06-23 00:00:00	POODLE MIN	8	K18-051002	STRAY	HEALTHY	2018-03-23 00:00:00		NORMAL	12.0		RTO	HEALTHY	2018-03-23 00:00:00	2018-04-01 00:00:00	NORMAL	273.0					RECEIVING	2018-03-23 09:58:00	RECEIVING	2018-03-23 10:26:00				2018-03-23 00:00:00	0.0	0.41528	0.01944			9.0	-9.0
A196902	DOG	F	TERRIER		MIX	Q50	K18-051004	STRAY	REHAB	2018-03-23 00:00:00		DBTR 8	25.0		TRANS OHS	REHAB	2018-04-03 00:00:00	2018-03-28 00:00:00	DBTR 8													2018-03-23 00:00:00	11.0					5.0	6.0
A173844	DOG	N	SHIH TZU	2011-05-05 00:00:00	MIX	Q54	K18-051005	QUARANTINE	UNHEALTH	2018-03-23 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-29 00:00:00	2018-03-30 00:00:00	DBUU 2	2514.0					Q DOGS	2018-03-23 12:22:00	Q DOGS	2018-03-23 12:26:00				2018-03-23 00:00:00	6.0	0.51528	0.00278			7.0	-1.0
A196893	DOG	S	PIT BULL	2016-09-23 00:00:00	LABRADOR RETR	Q55	K18-051007	QUARANTINE	UNHEALTH	2018-03-23 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-03-31 00:00:00	2018-04-01 00:00:00	DBUU 2	546.0												2018-03-23 00:00:00	8.0					9.0	-1.0
A196917	DOG	S	CHIHUAHUA SH	2017-08-24 00:00:00		23	K18-051010	STRAY	HEALTHY	2018-03-24 00:00:00		NORMAL	6.8		RTO	HEALTHY	2018-03-26 00:00:00	2018-04-03 00:00:00	NORMAL	212.0					RECEIVING	2018-03-24 10:24:00	RECEIVING	2018-03-24 10:24:00				2018-03-24 00:00:00	2.0	0.43333	0.0			10.0	-8.0
A196924	DOG	M	AUST SHEPHERD			Q51	K18-051012	STRAY	UNHEALTH	2018-03-24 00:00:00		DBUU 2	13.0		EUTH	UNHEALTHY	2018-04-05 00:00:00	2018-04-04 00:00:00	DBUU 2												UNHEALTHY	2018-03-24 00:00:00	12.0					11.0	1.0
A196927	DOG	M	AUST CATTLE DOG			3	K18-051013	STRAY	MANAGEAB	2018-03-24 00:00:00		DBTM 3	33.4		TRANS OHS	MANAGEABLE	2018-04-03 00:00:00	2018-03-29 00:00:00	DBTM 3						RECEIVING	2018-03-24 12:48:00	RECEIVING	2018-03-24 12:48:00				2018-03-24 00:00:00	10.0	0.53333	0.0			5.0	5.0
A195798	CAT	N	DOMESTIC SH	2016-03-21 00:00:00		C04	K18-051015	RETURN <30	REHAB	2018-03-24 00:00:00		CBTR 1	10.0		ADOPTION	REHAB	2018-03-27 00:00:00	2018-03-24 14:16:00	CBTR 1	733.0												2018-03-24 00:00:00	3.0					0.59444	2.40556
A005868	DOG	S	LABRADOR RETR	2005-01-23 00:00:00		RECEIVING	K18-051016	STRAY	HEALTHY	2018-03-24 00:00:00		NORMAL	62.4		RTO	HEALTHY	2018-03-24 00:00:00	2018-04-03 00:00:00	NORMAL	4808.0												2018-03-24 00:00:00	0.0					10.0	-10.0
A038052	DOG	N	LABRADOR RETR	2007-04-18 00:00:00		STRAY DOGS	K18-051017	STRAY	HEALTHY	2018-03-24 00:00:00		NORMAL	70.0		RTO	HEALTHY	2018-03-24 00:00:00	2018-04-03 00:00:00	NORMAL	3993.0												2018-03-24 00:00:00	0.0					10.0	-10.0
A154867	DOG	F	AUST SHEPHERD	2008-12-30 00:00:00		5	K18-051018	STRAY	HEALTHY	2018-03-24 00:00:00		NORMAL	29.6		RTO	HEALTHY	2018-04-02 00:00:00	2018-04-03 00:00:00	NORMAL	3371.0					RECEIVING	2018-03-24 15:46:00	RECEIVING	2018-03-24 15:46:00				2018-03-24 00:00:00	9.0	0.65694	0.0			10.0	-1.0
A196946	DOG	N	LABRADOR RETR		GREAT PYRENEES	1	K18-051020	STRAY	HEALTHY	2018-03-25 00:00:00		NORMAL	82.4		RTO	HEALTHY	2018-03-26 00:00:00	2018-04-03 00:00:00	NORMAL													2018-03-25 00:00:00	1.0					9.0	-8.0
A188045	DOG	S	PIT BULL	2011-11-24 00:00:00	BOXER	30	K18-051021	STRAY	MANAGEAB	2018-03-26 00:00:00		DBTM 4	74.0		TRANS SWW	MANAGEABLE	2018-04-22 00:00:00	2018-04-03 00:00:00	DBTM 4	2314.0					RECEIVING	2018-03-26 09:19:00	27	2018-04-03 09:26:00		P153402		2018-03-26 00:00:00	27.0	0.38819	8.00486			8.0	19.0
A196958	DOG	F	CHIHUAHUA SH			9	K18-051022	PRO CUST	HEALTHY	2018-03-26 00:00:00		NORMAL	8.4		RTO	HEALTHY	2018-03-28 00:00:00	2018-04-03 00:00:00	NORMAL						RECEIVING	2018-03-26 09:28:00	RECEIVING	2018-03-26 09:34:00				2018-03-26 00:00:00	2.0	0.39444	0.00417			8.0	-6.0
A196960	DOG	F	PIT BULL			22	K18-051023	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL			RTO	HEALTHY	2018-03-26 00:00:00	2018-03-30 00:00:00	NORMAL						RECEIVING	2018-03-26 09:53:00	RECEIVING	2018-03-26 10:18:00				2018-03-26 00:00:00	0.0	0.41181	0.01736			4.0	-4.0
A091424	DOG	S	LHASA APSO	2006-03-12 00:00:00		18	K18-051024	STRAY	HEALTHY	2018-03-26 00:00:00	2012-03-12 00:00:00	DBH			TRANS OHS	HEALTHY	2018-04-10 00:00:00	2018-04-04 00:00:00	DBH	4397.0										P068693		2018-03-26 00:00:00	15.0			2192.0		9.0	6.0
A196965	DOG	S	AUST SHEPHERD			16	K18-051025	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL	49.4		RTO	HEALTHY	2018-03-26 00:00:00	2018-04-04 00:00:00	NORMAL						STRAY DOGS	2018-03-26 11:31:00	STRAY DOGS	2018-03-26 11:31:00				2018-03-26 00:00:00	0.0	0.47986	0.0			9.0	-9.0
A196966	DOG	N	AUST SHEPHERD			15	K18-051026	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL	51.0		RTO	HEALTHY	2018-03-26 00:00:00	2018-04-04 00:00:00	NORMAL													2018-03-26 00:00:00	0.0					9.0	-9.0
A122387	DOG	S	PIT BULL	2013-01-04 00:00:00	GERM SHEPHERD	19	K18-051027	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL	44.3		RTO	HEALTHY	2018-03-26 00:00:00	2018-04-04 00:00:00	NORMAL	1907.0					RECEIVING	2018-03-26 13:16:00	RECEIVING	2018-03-26 13:16:00				2018-03-26 00:00:00	0.0	0.55278	0.0			9.0	-9.0
A196969	DOG	F	PIT BULL	2016-09-26 00:00:00	LABRADOR RETR	11	K18-051028	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL			RTO	HEALTHY	2018-03-26 00:00:00	2018-03-30 00:00:00	NORMAL	546.0												2018-03-26 00:00:00	0.0					4.0	-4.0
A196970	DOG	M	PIT BULL	2017-07-26 00:00:00		14	K18-051029	STRAY	HEALTHY	2018-03-26 00:00:00		NORMAL	57.8		RTO	HEALTHY	2018-03-26 00:00:00	2018-03-30 00:00:00	NORMAL	243.0												2018-03-26 00:00:00	0.0					4.0	-4.0
A069555	DOG	F	PIT BULL	2008-07-29 00:00:00		Q54	K18-051032	QUARANTINE	UNHEALTH	2018-03-27 00:00:00		DBUU 2			RTO	UNHEALTHY	2018-04-04 00:00:00	2018-04-05 00:00:00	DBUU 2	3528.0					Q DOGS	2018-03-27 12:21:00	Q56	2018-03-30 07:14:00				2018-03-27 00:00:00	8.0	0.51458	2.78681			9.0	-1.0
A197147	CAT	N	DOMESTIC SH			VET	K18-051033	STRAY	UNHEALTH	2018-03-27 00:00:00		CMUU 5			TRANS OTH	UNHEALTHY	2018-04-02 00:00:00	2018-03-31 00:00:00	CMUU 5													2018-03-27 00:00:00	6.0					4.0	2.0
A197153	DOG	S	LABRADOR RETR	2010-06-05 00:00:00	BEAGLE	23	K18-051034	STRAY	HEALTHY	2018-03-27 00:00:00		NORMAL	64.4		RTO	HEALTHY	2018-03-27 00:00:00	2018-04-05 00:00:00	NORMAL	2852.0					RECEIVING	2018-03-27 14:45:00	RECEIVING	2018-03-27 14:45:00				2018-03-27 00:00:00	0.0	0.61458	0.0			9.0	-9.0
A197156	DOG	M	AUST SHEPHERD			1	K18-051035	STRAY	REHAB	2018-03-27 00:00:00		DBTR 3	48.7		TRANS OHS	REHAB	2018-04-03 00:00:00	2018-03-31 07:00:00	DBTR 3						RECEIVING	2018-03-27 15:06:00	RECEIVING	2018-03-27 15:06:00				2018-03-27 00:00:00	7.0	0.62917	0.0			4.29167	2.70833
A197160	CAT	F	DOMESTIC LH			C34	K18-051036	STRAY	UNHEALTH	2018-03-27 00:00:00		CMUU 2			EUTH	UNHEALTHY	2018-04-02 00:00:00	2018-03-31 07:00:00	CMUU 2						RECEIVING	2018-03-27 15:23:00	RECEIVING	2018-03-27 15:23:00			UNHEALTHY	2018-03-27 00:00:00	6.0	0.64097	0.0			4.29167	1.70833
A197161	BIRD	U	PARAKEET			SMALL ANIM	K18-051037	STRAY	HEALTHY	2018-03-27 00:00:00		NORMAL			ADOPTION	HEALTHY	2018-04-02 00:00:00	2018-03-31 00:00:00	NORMAL													2018-03-27 00:00:00	6.0					4.0	2.0
A161943	DOG	S	POODLE MIN	2015-03-28 00:00:00	SCHNAUZER MIN	16	K18-051040	STRAY	HEALTHY	2018-03-28 00:00:00		NORMAL	7.6		RTO	HEALTHY	2018-03-28 00:00:00	2018-04-06 00:00:00	NORMAL	1096.0												2018-03-28 00:00:00	0.0					9.0	-9.0
A197174	CAT	F	DOMESTIC SH			C30	K18-051042	STRAY	HEALTHY	2018-03-28 00:00:00		CBH	4.25		TRANS OHS	HEALTHY	2018-04-03 00:00:00	2018-04-01 00:00:00	CBH						RECEIVING	2018-03-28 12:18:00	RECEIVING	2018-03-28 12:22:00				2018-03-28 00:00:00	6.0	0.5125	0.00278			4.0	2.0
A197177	DOG	M	PIT BULL		MASTIFF	22	K18-051043	STRAY	HEALTHY	2018-03-28 00:00:00		NORMAL	85.6		RTO	HEALTHY	2018-03-29 00:00:00	2018-04-06 00:00:00	NORMAL													2018-03-28 00:00:00	1.0					9.0	-8.0
A197178	DOG	S	AUST CATTLE DOG	2011-03-28 00:00:00		20	K18-051044	STRAY	HEALTHY	2018-03-28 00:00:00		NORMAL	43.2		RTO	HEALTHY	2018-03-28 00:00:00	2018-04-01 00:00:00	NORMAL	2557.0					RECEIVING	2018-03-28 14:52:00	RECEIVING	2018-03-28 14:52:00				2018-03-28 00:00:00	0.0	0.61944	0.0			4.0	-4.0
A197144	DOG	M	PIT BULL			11	K18-051045	STRAY	UNHEALTH	2018-03-28 00:00:00		DBUU 2			EUTH	UNHEALTHY	2018-04-03 00:00:00	2018-04-01 00:00:00	DBUU 2												UNHEALTHY	2018-03-28 00:00:00	6.0					4.0	2.0
A197179	DOG	N	SHIH TZU			23	K18-051046	STRAY	HEALTHY	2018-03-28 00:00:00		DBH			TRANS OHS	HEALTHY	2018-04-03 00:00:00	2018-04-01 00:00:00	DBH						STRAY DOGS	2018-03-28 17:17:00	STRAY DOGS	2018-03-28 17:17:00				2018-03-28 00:00:00	6.0	0.72014	0.0			4.0	2.0
A185268	DOG	N	SIBERIAN HUSKY	2017-03-12 00:00:00		19	K18-051047	STRAY	HEALTHY	2018-03-29 00:00:00		NORMAL	59.4		RTO	HEALTHY	2018-03-29 00:00:00	2018-04-07 00:00:00	NORMAL	382.0					RECEIVING	2018-03-29 09:07:00	RECEIVING	2018-03-29 09:07:00		P150953		2018-03-29 00:00:00	0.0	0.37986	0.0			9.0	-9.0
A196960	DOG	F	PIT BULL			17	K18-051048	STRAY	HEALTHY	2018-03-29 00:00:00		DBH			TRANS OHS	HEALTHY	2018-04-10 00:00:00	2018-04-07 00:00:00	DBH						RECEIVING	2018-03-29 09:13:00	RECEIVING	2018-03-29 09:13:00		P113596		2018-03-29 00:00:00	12.0	0.38403	0.0			9.0	3.0
A197192	DOG	M	CHIHUAHUA SH			6	K18-051049	STRAY	REHAB	2018-03-29 00:00:00		DBTR 1	4.0		TRANS OHS	REHAB	2018-04-10 00:00:00	2018-04-03 00:00:00	DBTR 1						RECEIVING	2018-03-29 09:25:00	RECEIVING	2018-03-29 09:25:00				2018-03-29 00:00:00	12.0	0.39236	0.0			5.0	7.0
A197193	CAT	N	DOMESTIC SH			ISO CAT	K18-051050	STRAY	REHAB	2018-03-29 00:00:00		CMTR 19	9.25		RTO	REHAB	2018-03-30 00:00:00	2018-04-03 00:00:00	CMTR 19						RECEIVING	2018-03-29 09:52:00	RECEIVING	2018-03-29 09:53:00				2018-03-29 00:00:00	1.0	0.41111	0.00069			5.0	-4.0
A195939	DOG	S	DACHSHUND	2013-03-21 00:00:00		27	K18-051051	RETURN <30	REHAB	2018-03-29 00:00:00	2018-03-27 00:00:00	DMTR 1			ADOPTION	REHAB	2018-03-29 00:00:00	2018-03-29 09:59:00	DMTR 1	1834.0												2018-03-29 00:00:00	0.0			1832.0		0.41597	-0.41597
A197194	DOG	N	PAPILLON	2017-06-01 00:00:00	MIX	7	K18-051052	STRAY	REHAB	2018-03-29 00:00:00	2018-04-13 00:00:00	DBTR 3	11.4		ADOPTION	REHAB	2018-04-14 00:00:00	2018-04-07 00:00:00	DBTR 3	301.0					RECEIVING	2018-03-29 10:09:00	RECEIVING	2018-03-29 10:10:00		P160211		2018-03-29 00:00:00	16.0	0.42292	0.00069	316.0		9.0	7.0
A197195	DOG	N	LHASA APSO		POODLE MIN	VET	K18-051053	STRAY	HEALTHY	2018-03-29 00:00:00		NORMAL			RTO	HEALTHY	2018-03-29 00:00:00	2018-04-07 00:00:00	NORMAL													2018-03-29 00:00:00	0.0					9.0	-9.0
A196946	DOG	N	LABRADOR RETR		GREAT PYRENEES	15	K18-051054	STRAY	HEALTHY	2018-03-29 00:00:00		NORMAL			RTO	HEALTHY	2018-03-29 00:00:00	2018-04-07 00:00:00	NORMAL						RECEIVING	2018-03-29 13:40:00	RECEIVING	2018-03-29 13:40:00				2018-03-29 00:00:00	0.0	0.56944	0.0			9.0	-9.0
A197204	DOG	M	LABRADOR RETR	2011-09-30 00:00:00		9	K18-051055	STRAY	HEALTHY	2018-03-29 00:00:00		NORMAL	79.4		RTO	HEALTHY	2018-03-30 00:00:00	2018-04-03 00:00:00	NORMAL	2372.0					RECEIVING	2018-03-29 15:33:00	RECEIVING	2018-03-29 15:33:00				2018-03-29 00:00:00	1.0	0.64792	0.0			5.0	-4.0
A197210	DOG	N	PUG	2010-03-29 00:00:00	MIX	20	K18-051057	STRAY	HEALTHY	2018-03-29 00:00:00		NORMAL	18.6		RTO	HEALTHY	2018-03-29 00:00:00	2018-04-07 00:00:00	NORMAL	2922.0					RECEIVING	2018-03-29 17:08:00	RECEIVING	2018-03-29 17:22:00				2018-03-29 00:00:00	0.0	0.71389	0.00972			9.0	-9.0
A197219	DOG	M	PIT BULL	2017-06-30 00:00:00		22	K18-051058	STRAY	HEALTHY	2018-03-30 00:00:00		NORMAL	62.4		RTO	HEALTHY	2018-03-30 00:00:00	2018-04-04 00:00:00	NORMAL	273.0					RECEIVING	2018-03-30 09:18:00	RECEIVING	2018-03-30 09:18:00				2018-03-30 00:00:00	0.0	0.3875	0.0			5.0	-5.0
A197220	DOG	F	CHIHUAHUA SH	2016-05-01 00:00:00		10	K18-051059	STRAY	HEALTHY	2018-03-30 00:00:00		NORMAL	10.0		RTO	HEALTHY	2018-04-06 00:00:00	2018-04-10 00:00:00	NORMAL	698.0					RECEIVING	2018-03-30 09:40:00	RECEIVING	2018-03-30 09:40:00				2018-03-30 00:00:00	7.0	0.40278	0.0			11.0	-4.0
A197221	DOG	F	TERRIER	2016-10-01 00:00:00		16	K18-051060	STRAY	HEALTHY	2018-03-30 00:00:00		NORMAL			RTO	HEALTHY	2018-04-06 00:00:00	2018-04-08 00:00:00	NORMAL	545.0												2018-03-30 00:00:00	7.0					9.0	-2.0
A197226	DOG	S	SIBERIAN HUSKY			14	K18-051062	STRAY	HEALTHY	2018-03-30 00:00:00		NORMAL	36.0		RTO	HEALTHY	2018-04-02 00:00:00	2018-04-07 00:00:00	NORMAL						RECEIVING	2018-03-30 11:40:00	RECEIVING	2018-03-30 11:40:00				2018-03-30 00:00:00	3.0	0.48611	0.0			8.0	-5.0
A197227	DOG	M	CHIHUAHUA SH	2012-04-13 00:00:00		15	K18-051063	STRAY	UNHEALTH	2018-03-30 00:00:00		DMUU 5	8.6		TRANS OHS	UNHEALTHY	2018-04-17 00:00:00	2018-04-04 00:00:00	DMUU 5	2177.0					RECEIVING	2018-03-30 13:12:00	9	2018-03-30 13:23:00				2018-03-30 00:00:00	18.0	0.55	0.00764			5.0	13.0
A197233	CAT	F	DOMESTIC SH			C32	K18-051064	STRAY	REHAB	2018-03-30 00:00:00		CBTR 1	5.63		TRANS CAT	REHAB	2018-04-05 00:00:00	2018-04-04 00:00:00	CBTR 1						RECEIVING	2018-03-30 16:39:00	RECEIVING	2018-03-30 16:43:00				2018-03-30 00:00:00	6.0	0.69375	0.00278			5.0	1.0
A195454	CAT	S	DOMESTIC SH	2016-03-07 00:00:00		C57	K18-051065	RETURN <30	REHAB	2018-03-30 00:00:00	2018-03-08 00:00:00	CMTR 10	8.31		TRANS CAT	REHAB	2018-04-05 00:00:00	2018-03-30 16:44:00	CMTR 10	753.0					RECEIVING	2018-03-30 16:44:00	RECEIVING	2018-03-30 16:52:00				2018-03-30 00:00:00	6.0	0.69722	0.00556	731.0		0.69722	5.30278
A197234	DOG	F	CHIHUAHUA SH			20	K18-051066	STRAY	REHAB	2018-03-30 00:00:00		DBTR 1	5.8		TRANS OHS	REHAB	2018-04-10 00:00:00	2018-04-04 00:00:00	DBTR 1						RECEIVING	2018-03-30 17:23:00	RECEIVING	2018-03-30 17:23:00				2018-03-30 00:00:00	11.0	0.72431	0.0			5.0	6.0
A197235	CAT	F	DOMESTIC SH			C59	K18-051067	STRAY	REHAB	2018-03-30 00:00:00		CBTR 1	6.75		TRANS CAT	REHAB	2018-04-05 00:00:00	2018-04-04 00:00:00	CBTR 1						RECEIVING	2018-03-30 17:30:00	RECEIVING	2018-03-30 17:30:00				2018-03-30 00:00:00	6.0	0.72917	0.0			5.0	1.0
A197236	DOG	N	AM PIT BULL TER	2016-03-31 00:00:00		22	K18-051068	STRAY	HEALTHY	2018-03-31 00:00:00		NORMAL	74.2		RTO	HEALTHY	2018-03-31 00:00:00	2018-04-05 00:00:00	NORMAL	730.0					RECEIVING	2018-03-31 09:17:00	RECEIVING	2018-03-31 09:18:00				2018-03-31 00:00:00	0.0	0.38681	0.00069			5.0	-5.0
A192520	DOG	N	PIT BULL	2014-02-17 00:00:00	MIX	35	K18-051069	RETURN <30	UNHEALTH	2018-03-31 00:00:00	2018-03-01 00:00:00	DBUU 2			TRANS OHS	UNHEALTHY	2018-04-03 00:00:00	2018-03-31 09:35:00	DBUU 2	1503.0					RECEIVING	2018-03-31 09:35:00	RECEIVING	2018-03-31 09:48:00				2018-03-31 00:00:00	3.0	0.39931	0.00903	1473.0		0.39931	2.60069
A197239	DOG	F	BASSET HOUND	2002-11-30 00:00:00		13	K18-051070	STRAY	HEALTHY	2018-03-31 00:00:00		NORMAL	44.0		RTO	HEALTHY	2018-03-31 00:00:00	2018-04-10 00:00:00	NORMAL	5600.0					RECEIVING	2018-03-31 10:09:00	RECEIVING	2018-03-31 10:14:00				2018-03-31 00:00:00	0.0	0.42292	0.00347			10.0	-10.0
A132640	DOG	N	PIT BULL	2012-03-31 00:00:00	MIX	Q55	K18-051071	SEIZED	HEALTHY	2018-03-31 00:00:00		NORMAL			RTO	HEALTHY	2018-04-07 00:00:00	2018-04-07 00:00:00	NORMAL	2191.0					Q DOGS	2018-03-31 10:28:00	Q DOGS	2018-03-31 10:28:00				2018-03-31 00:00:00	7.0	0.43611	0.0			7.0	0.0
A195488	DOG	S	CHIHUAHUA SH	2017-03-13 00:00:00	ITAL GREYHOUND	27	K18-051072	RETURN <30	REHAB	2018-03-31 00:00:00	2018-03-15 00:00:00	DBTR 7			ADOPTION	REHAB	2018-03-31 00:00:00	2018-03-31 10:37:00	DBTR 7	383.0												2018-03-31 00:00:00	0.0			367.0		0.44236	-0.44236
A184542	DOG	M	SIBERIAN HUSKY	2017-04-17 00:00:00		19	K18-051073	STRAY	HEALTHY	2018-03-31 00:00:00		NORMAL			RTO	HEALTHY	2018-04-02 00:00:00	2018-04-05 00:00:00	NORMAL	348.0												2018-03-31 00:00:00	2.0					5.0	-3.0
A197245	DOG	N	GREYHOUND	2015-01-20 00:00:00	MIX	15	K18-051074	STRAY	HEALTHY	2018-03-31 00:00:00		NORMAL	61.8		RTO	HEALTHY	2018-04-02 00:00:00	2018-04-10 00:00:00	NORMAL	1166.0					RECEIVING	2018-03-31 15:55:00	RECEIVING	2018-03-31 15:56:00				2018-03-31 00:00:00	2.0	0.66319	0.00069			10.0	-8.0
A197257	DOG	S	POMERANIAN	2016-09-12 00:00:00	CHIHUAHUA LH	24	K18-051076	STRAY	HEALTHY	2018-04-01 00:00:00		NORMAL	8.0		RTO	HEALTHY	2018-04-02 00:00:00	2018-04-10 00:00:00	NORMAL	566.0					RECEIVING	2018-04-01 13:56:00	RECEIVING	2018-04-01 13:56:00				2018-04-01 00:00:00	1.0	0.58056	0.0			9.0	-8.0
A172294	DOG	N	CHIHUAHUA SH			13	K18-051079	STRAY	HEALTHY	2018-04-02 00:00:00		NORMAL	6.0		RTO	HEALTHY	2018-04-02 00:00:00	2018-04-11 00:00:00	NORMAL						STRAY DOGS	2018-04-02 09:18:00	STRAY DOGS	2018-04-02 09:18:00				2018-04-02 00:00:00	0.0	0.3875	0.0			9.0	-9.0
A197268	DOG	F	COCKER SPAN			12	K18-051080	STRAY	REHAB	2018-04-02 00:00:00		DBTR 1	35.2		TRANS OHS	REHAB	2018-04-10 00:00:00	2018-04-06 00:00:00	DBTR 1						RECEIVING	2018-04-02 09:49:00	RECEIVING	2018-04-02 09:49:00				2018-04-02 00:00:00	8.0	0.40903	0.0			4.0	4.0
